Cu_lat,Cu_long,Area_lat,Area_long,Region,Division,Subregion,Area/Kingdom,Culture,People,People2,People3,Arensberg-Lomax_clusters,Focal_years,Koppen_climate_terrain,Koppen_code,Arensberg/Lomax_taxon,Taxon_id,Language,Lang_Family,ISO_code,Glottocode,Country,Country_id,All_cid,C_cid,M_cid,Ch_cid,P_cid,Ph_cid,I+cid,Soc_cid,D-Place_Id,C_sample_size,M_sample_size,P_sample_size,Ph_sample_size,Alt_culture_names,EA_cu_name,EA_cu# UPDATE,Murdock_cu#,EA_Prov_name,EA_Prov_#,EA_Prov_notes,EA_#,Culture_Wiki,People/Culture,Notes_1,Notes_2,Culture Sources
-9.84,-52.75,-9.67,-52.6,South America,C South America,E Amazon Basin,Mato Grosso,Mebêngôkre,Kayapó Gê,Nuclear-Macro-Je Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1955; 1960; 1961,Monsoon,Am,I-Amazon,scfal318,Kayapó,"Nuclear-Macro-Je, Je",ISO 639-3: txu,kaya1330,Brazil,,22045,22045,22045,22045,22045,,22045,22045,,19,6,1,,N Kayapó; Kayapo; Caiapó; Mebengokre; Gorotire; Kuben-Kran-Krên; Kôkraimôrô; Mekrãgnoti; Metyktire; Xikrin; N Kayapo,COROA,Sj9,22045,Northern Ge,190,,7510,wiki,"The Mebêngôkre, people of the wellspring, live in populous villages in the Mato Grosso and Pará in Brazil, south of the Amazon Basin and along the Xingu R. and its tributaries, practicing slash and burn farming, hunting with some fishing and gathering. Their society is communal and based on principles of egalitarianism, with a rich ceremonial component. Their well-developed social organization generates strength in leadership and solidarity to face threats to Mebêngôkre land and culture.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnotxu @WikiKayapo  @Glottokaya1330
-12,-59,-13,-60,South America,C South America,E Amazon Basin,Mato Grosso,Nambiquara,Nambiquaran,Nambiquaran Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,,Tropical Savannah,Aw,C-South America,scfal85,Southern Nambiquara,"Nambiquaran, Nambikwara Complex",ISO 639-3: nab,sout2994,Brazil,,22144,,,,22144,,,,,,,1,,Nambicuara; Nambikwara; Nambikuára; Alaketesu; Anunsu; Mamaindê,NAMBICUARA,Si4,,Western Mato Grosso,188,,32854,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottosout2994 @Ethnonab @WikiNambikwara  
-9.57,-54.11,-9.57,-54.11,South America,C South America,E Amazon Basin,Mato Grosso,Panará,Panará Gê,Nuclear-Macro-Je Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,,Tropical Savannah,Aw,I-Amazon,scfal321,Panará,"Nuclear-Macro-Je, Je",ISO 639-3: kre,pana1307,Brazil,,23398,,,23398,,,,23398,,,,,,Kreen-Akrore; Kreen Akarore; Kren Akarore; Krenhakarore; Krenhakore; Krenakore; Krenakarore; Krenacarore; Índios Gigantes; Panare,PANARE,Sc13,23398,Southeast Venezuela,177,,26203,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottopana1307 @Ethnokre @WikiPanara  
-10.54,-50.54,-10.98,-49.46,South America,C South America,E Amazon Basin,Mato Grosso,Tapirapé,Tupi-Guarani,Tupian Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1966,Tropical Savannah,Aw,I-Amazon,scfal325,Tapirapé,"Tupian, Tupi-Guarani",ISO 639-3: taf,tapi1254,Brazil,,26588,26588,,,,,,26588,,9,,,,Tapirape,TAPIRAPE,Sd2,26588,Tupi,191,,56423,wiki,"Isolated from other Tupi-Guarani speaking people, the Tapirape live in Central Brazil, west of the Araguaya R., north of the Tapirape R. They are primarily subsistence farmers and their religion is based on belief in spirits and shamanism. Singing is the most important Tapirape pastime and ceremonial practice.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotapi1254 @Ethnotaf @WikiTapirape  
-11.81,-53.57,-12.81,-53.98,South America,C South America,E Amazon Basin,Mato Grosso,Trumai,Trumai,Trumai Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1960,Tropical Savannah,Aw,I-Amazon,scfal329,Trumai,Isolated language,ISO 639-3: tpy,trum1247,Brazil,,27501,27501,,,,,,27501,,9,,,,Ho kod ke,TRUMAI,Si2,27501,Xingu,189,,28011,wiki,"Trumai came to the Upper Xingu in the 19th century. They farm and hunt a little, sharing some cultural practices with other Xinguan tribes But they speak a language isolate and maintain such distinct religious and social customs as fully developed shamanism and banning females from dancing.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnotpy @WikiTrumai  @Glottotrum1247
-15,-57,-15.08,-57.18,South America,C South America,E Amazon Basin,Mato Grosso,Umutina,Bororoan,Bororoan Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,,Tropical Savannah,Aw,I-Amazon,scfal332,Umotína,Bororoan,ISO 639-3: umo,umot1240,Brazil,,27952,,,27952,,,,27952,,,,,,"Balotipone, Omotina",UMOTINA,Si8,,Xingu,189,,12397,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnoumo @WikiUmutina  @Glottoumot1240
-12.51,-53.42,-12.81,-53.98,South America,C South America,E Amazon Basin,Mato Grosso,Yawalapiti,Xinguan Arawak,Arawakan Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1950; 1952; 1955,Tropical Savannah,Aw,,,Yawalapití,"Arawakan, Central Maipuran",ISO 639-3: yaw,yawa1261,Brazil,,17436,17436,,,,,17436,,,7,,,,Laualapiti; Jaulapiti ; Yaulapiti ; Yawalapití ; Iaualapiti,IWALAPETI,,17436,Xingu,189,added for GJB,,wiki,"Like other peoples of the upper Xingu, the Yawalapiti live by agriculture and fishing. Iacu, curassow, macuco, and dove are hunted, also for their ornamental feathers, and are raised as pets. Yawalapiti raise manioc corn, bananas, beans, pepper, tobacco and urucum. The Tuatuari and Kuluene abound in fish.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap  @Ethnoyaw @WikiYawalapiti  @Glottoyawa1261
-10.94,-53.35,-12.81,-53.98,South America,C South America,E Amazon Basin,Mato Grosso,Yudjá,Yuruna Tupian,Tupian Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1960,Tropical Savannah,Aw,,,Jurúna,"Tupian, Yuruna",ISO 639-3: jur,juru1256,Brazil,,17733,17733,,,,,,,,5,,,,Yudja; Juruhuna; Juruûna; Iuruna; Yudja; Jaruna; Yudya; Yurúna; Juruna; Yuruna; Jurûna; Geruna,JURUNA,,17733,Lower Amazon,180,,,wiki,"The Juruna (Yudjá) are an indigenous canoe people who live in the islands and peninsulas around the Xingu R. Their massive 15 person dugouts allow them to traverse the Xingu's rapids, unlike other tribes whose vessels were smaller. The Juruna language is Tupi-related; men and women take part in social singing that is very different from their neighbors.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap  @Ethnojur @WikiYudja  @Glottojuru1256
-25,-62,-27.27,-56.11,South America,C South America,E Paraguay,Paraná R,Aché,Tupi-Guarani,Tupian Peoples,Paraguay Indigenous Peoples,Circum-Pacific Hunter/ Foragers,,"Temperate, No Dry Season, Hot Summer",Cfa,,,Aché,"Tupian, Tupi-Guarani, Southern Tupi-Guarani",ISO 639-3: guq,ache1246,Paraguay,,16248,,,16248,,,,,,,,,,Axe; Guaiaqui; Guayakí; Guayaki-Ache; Guoyagui,GUAYAKI,,16248,Caingang,194,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoache1246 @Ethnoguq @WikiAche  
-27.31,-62.56,-25.51,-64.21,South America,C South America,Gran Chaco,Chaco Austral,Santiago Gaucho,Gaucho Mestizos,Gauchos,South American Criollos/ Mestizos,Western Europe,,"Temperate, Dry Winter, Hot Summer",Cwa,,,Gaucho Spanish,"Indo-European, Italic, Latinic, Romance, West Ibero-Romance, Castilic, Spanish",,,Argentina,,22958,,,22958,,,,,,,,,,,,,,Southern Gran Chaco,197,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiGaucho  
-24.41,-60.45,-25.51,-64.21,South America,C South America,Gran Chaco,Chaco Austral,Toba,Qom Guaicuruan,Guaicuruan Peoples,Gran Chaco Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1964,"Temperate, No Dry Season, Hot Summer",Cfa,Ux (Undifferentiated Extractors),scfal117,Toba,"Guaicuruan, Guaicuru del Sur, Qom, Pilaga-Toba",ISO 639-3: tob,toba1269,Argentina,,27215,27215,,,,,,27215,,7,,,,Qom-lik; Qom; Tacshic; Toqoit,TOBA,Sh8,27215,Southern Gran Chaco,197,,20330,wiki,"The Toba are one of the few indigenous groups living in Argentina. They are located in the Gran Chaco section of Argentina and subsist on hunting, gathering, and fishing. They see themselves as caretakers of the natural world, believing that the land belongs to the spirits, and that illness or death are the result of actions that disrupt the natural harmony. Historically, they were fierce defenders of the land against conquest by Europeans for 400 years but in the late 1800s they were finally defeated.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotoba1269 @Ethnotob @WikiToba  
-34.71,-66.36,-25.51,-64.21,South America,C South America,Gran Chaco,Chaco Austral,Tucuman Gaucho,Gaucho Mestizos,Gauchos,South American Criollos/ Mestizos,Nuclear America,1960; 1941-46,"Temperate, Dry Winter, Hot Summer",Cwa,PA-Europe,scfal1088,Rioplatense Spanish,"Indo-European, Italic, Latinic, Romance, West Ibero-Romance, Castilic, Spanish",,,Argentina,,10847,10847,,10847,,,,10847,,14,,,,,ARGENTINA,,10847,Southern Gran Chaco,197,added for GJB,24362,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiGaucho  
-19.22,-60.22,-21.17,-61.83,South America,C South America,Gran Chaco,Chaco Boreal,Ayoréo,Zamucoan,Zamucoan Peoples,Gran Chaco Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1962,Semi Arid Steppe Hot,BSh,UC,,Ayoreo,"Zamucoan, Zamuco-Ayoreo",ISO 639-3: ayo,ayor1240,Paraguay,,11144,11144,,,,,,,,2,,,,Ayoreo; Ayoreode; Guarañoca; Koroino; Moro; Morotoco; Poturero; Pyeta Yovai; Samococio; Sirákua; Takrat; Yanaigua; Zapocó,AYORE,,11144,Northern Gran Chaco,196,added for GJB,,wiki,"The semi-nomadic Ayore live in the northern Gran Chaco of Bolivia and Paraguay. During their planting and harvesting season, September to April, they establish a camp near a stream. The rest of the year, they forage as they move around. Ayore religion provides a complex set of narratives explaining cultural practices and natural phenomena.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottozamu1244 @Ethnoayo @WikiAyoreo  
-24.59,-54.68,-21.17,-61.83,South America,C South America,Gran Chaco,Chaco Boreal,Guaraní,Tupi-Guarani,Tupian Peoples,Gran Chaco Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1964,Tropical Rainforest,Af,,,Paraguayan Guarani,"Tapian, Tupi-Guarani, Paraguay-Brazil Guarani",ISO 639-3: gug,para1311,Paraguay,,13036,13036,,,,,,,,3,,,,Kainguá; Guarani-Kaiowás; Guarani,CHRIGUANO,Sh7,13036,Lowland Bolivia,187,,,wiki,,info,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottopara1311 @Ethnogug @WikiGuarani  
-25.01,-60.15,-23.05,-62.47,South America,C South America,Gran Chaco,Chaco Central,Pilagá,Qom Guaicuruan,Guaicuruan Peoples,Gran Chaco Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1964,Semi Arid Steppe Hot,BSh,,,Pilagá,"Guaicuruan, Qom, Pilaga-Toba",ISO 639-3: plg,pila1245,Argentina,,23684,23684,,,,,,,,2,,,,Pilaga,PILAGA,,23684,Southern Gran Chaco,197,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottopila1245 @Ethnoplg @WikiPilaga  
-23.16,-62.18,-23.05,-62.47,South America,C South America,Gran Chaco,Chaco Central,Wichí,Matacoan,Matacoan Peoples,Gran Chaco Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1965,Semi Arid Steppe Hot,BSh,HF-South America,scfal192,Wichi,"Matacoan, Mataguayo II",,wich1261,Argentina,,20989,20989,,20989,,,,20989,,5,,,,Wichi; Mataguayo; Mataco; Nocten,MATACO,Sh1,20989,Southern Gran Chaco,197,,64849,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomata1291  @WikiWichi  
-14.96,-65.63,-13.85,-65.52,South America,C South America,S Amazon Basin,Llanos de Moxos,Mojeño-Ignacianos,Mojeno Arawakan,Arawakan Peoples,Amazon Indigenous Peoples,,,Tropical Savannah,Aw,,,Ignaciano,"Arawakan, Southern Maipuran, Bolivia-Parana, Mojeno-Paunaca, Mojeno",ISO 639-3: ign,igna1246,Bolivia,,62531,,,,62531,,,,,,,1,,Mojeños; Moxeños; Moxos; Mojos,,,,Lowland Bolivia,187,added for GJB,,wiki,,,,@Murdock1968WorldSamplingProvince @Koppen2006UpdatedWorldMap @WikiMojenos @Glottoigna1246 @Ethnoign @WikiLlanosDeMoxos
-15.53,-63.97,-12.02,-67.89,South America,C South America,S Amazon Basin,N E Bolivian forests,Sirionó,Tupian,Tupian Peoples,Amazon Indigenous Peoples,Nuclear America,1961,Semi Arid Steppe Cold,BSk,HF-Prairie,scfal203,Sirionó,"Tupian, Tupi-Guarani, Siriono-Jora",ISO 639-3: srq,siri1273,Bolivia,,25675,25675,,,,,,25675,,10,,,,Siriono; Miá; Chori; Ñiose; Qurungua; Tirinié; Yande,SIRIONO,Se1,25675,Lowland Bolivia,187,,19300,wiki,"The Sirianó Indians are a linguistically Tupian seminomadic group that have historically inhabited the tropical forests of Eastern Bolivia. Though the population has suffered from missionary efforts, government relocation, and disease, the musical traditions of the Sirianó have remained largely uninfluenced by surrounding Hispanic music.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnosrq @WikiSiriono  @Glottosiri1273
-12.97,-38.47,-12.37,-41.65,South America,E South America,Atlantic Brazilian Highlands,Bahia,Salvador,Afro-Brazilian/ Creole,S & C Am African & Creole Peoples,Afro-Brazilian Peoples,Tropical Gardeners,1955; 1960; 1941-42; 1960's-70's,Tropical Rainforest,Af,AH-Afro-America,scfal981,Brazilian Portuguese,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Galician Romance, Macro-Portuguese, Brazil-Portugal Portuguese, Portuguese",,braz1246,Brazil,,12596,12596,,12596,,,,12596,,13,,,,Bahia,BRAZIL:SALVADOR,Cf4,12596,Southern Europe,56,added for GJB,13361,wiki,"Salvador da Bahia was founded in 1549 and was the first Portuguese colonial capital. Salvador has retained a strong Afro-Brazilian influence and descendants of African slaves have preserved their heritage in music, food, dance, and martial arts traditions. At festivals, drums beat powerful rhythms and religious followers celebrate African gods at Candomblé ceremonies. Candomblé is a belief system developed by West African slaves based upon Yoruba, Fon, and Bantu beliefs, with Roman Catholic elements. Through singing, drumming, and dancing, worshippers connect with and become possessed by deities called Orishas, who are believed to protect the people and control their destinies.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobraz1246  @WikiAfro-Brazilians  
-8.06,-34.89,-8.31,-38.13,South America,E South America,Atlantic Brazilian Highlands,Pernambuco,Recife,Afro-Brazilian/ Creole,S & C Am African & Creole Peoples,Afro-Brazilian Peoples,Tropical Gardeners,,Tropical Savannah,Aw,,,Brazilian Portuguese,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Galician Romance, Macro-Portuguese, Brazil-Portugal Portuguese, Portuguese",,braz1246,Brazil,,10181,,,10181,,,,,,,,,,Capoeira; Afro-Brazilian; Pernambuco,AFRO-BRAZILIAN,,10181,Southern Europe,56,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottobraz1246  @WikiAfro-Brazilians  
-7.71,-42.72,-7.62,-42.86,South America,E South America,Atlantic Brazilian Highlands,Piaui,Piaui,N Brazil Latin Americans,,South American Criollos/ Mestizos,Tropical Gardeners,1977,Tropical Savannah,Aw,,,Brazilian Portuguese,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Galician Romance, Macro-Portuguese, Brazil-Portugal Portuguese, Portuguese",,braz1246,Brazil,,12591,12591,,,,,,,,3,,,,,BRAZIL:PIAUI,Cf4,12591,Southern Europe,56,added for GJB,,wiki,"Piaui is one of the states of Brazil’s Northeast Region. Its people have a mixture of European, indigenous, and African ancestry. In the north coastal region where colonial sugar plantations used African slaves, Afro-Brazilian culture predominates. Piaui Carnival includes local traditions like Bumba meu Boi, in which people dress as bulls. The main industries of the region are raising livestock and agricultural products (cotton, sugar and tobacco.) The forests produce rubber and carnauba wax.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottobraz1246  @WikiPiaui  
-22.91,-43.17,-22.91,-43.17,South America,E South America,Atlantic Brazilian Highlands,Rio de Janeiro ,Rio,S Brazil Latin Americans,,South American Criollos/ Mestizos,Warm Latitude Gardeners,1977; 1980; 1985,Tropical Savannah,Aw,,,Brazilian Portuguese,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Galician Romance, Macro-Portuguese, Brazil-Portugal Portuguese, Portuguese",,braz1246,Brazil,,24311,24311,,24311,,,,,,5,,,,,RIO-CARNIVAL; BRAZIL:GEN,Cf4,24311; 12588,Southern Europe,56,added for GJB,,wiki,"Rio de Janeiro is an ethnically diverse city of Europeans, Africans, and people of mixed ancestry. The culture brought by African slaves has influenced Brazilian life from samba, religion, and food to the Carnival celebrations in Rio. Skin color has been the basis of social distinction and Afro-Brazilians still refer to themselves as either pardo or preto. Preto are people with darker skin color; pardo refers to multiracial Brazilians; whites are called cariocas.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottobraz1246  @WikiRio  
-23.55,-46.63,-23.55,-46.63,South America,E South America,Atlantic Brazilian Highlands,Sao Paulo,São Paulo,S Brazil Latin Americans,,South American Criollos/ Mestizos,Tropical Gardeners,1981;,"Temperate, Dry Winter, Hot Summer",Cwa,,,Brazilian Portuguese,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Galician Romance, Macro-Portuguese, Brazil-Portugal Portuguese, Portuguese",,braz1246,Brazil,,12594,12594,,,,,,,,2,,,,Sao Paulo,BRAZIL-SAO PAULO,Cf4,,Southern Europe,56,added for GJB,,wiki,"Prior to European discovery, Sao Paulo state was occupied by the Tupi people’s nation. Colonization by the Portuguese began in the 1500s but the area remained relatively poor until, in the 17th and 18th centuries, the enslavement of natives and discovery of gold, silver, and diamonds by inland explorers called bandeirantes made Sao Paolo a prosperous trade region, involved in the traffic of enslaved Africans. The combination of traditions from indigenous, Iberian, European, African, and later Asian and Middle-Eastern, populations is evident the language, food, music, and multiculturalism of Sao Paulo.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottobraz1246  @WikiSaoPaulo  
-34.6,-58.38,-37.29,-57.26,South America,E South America,Pampas,E Argentina Coast,Urban Argentina,Urban Argentine Criollo,,South American Criollos/ Mestizos,,1931; 1970,"Temperate, No Dry Season, Hot Summer",Cfa,,,Rioplatense Spanish,"Indo-European, Italic, Latinic, Romance, West Ibero-Romance, Castilic, Spanish",,,Argentina,,62450,62450,,,,,,,,2,,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottostan1288  @WikiArgentines  
-32.52,-55.77,-32.58,-56.43,South America,E South America,Pampas,Uruguay,Uruguay Folk,Uruguayo Criollo/ Mestizo,,South American Criollos/ Mestizos,Western Europe,1950,"Temperate, No Dry Season, Hot Summer",Cfa,,,Rioplatense Spanish,"Indo-European, Italic, Latinic, Romance, West Ibero-Romance, Castilic, Spanish",,,Uruguay,,28029,28029,,,,,,,,1,,,,Uruguayos,URUGUAY,,28029,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottostan1288  @WikiUruguayans  
-26.73,-52.06,-24.56,-50.78,South America,E South America,S Brazilian Highlands,S Brazil,Kaingang,Kaingangic Gê,,Brazilian Highlands Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1955,"Temperate, No Dry Season, Hot Summer",Cfa,,,Kaingang,"Nuclear-Macro-Je, Je, Je Meridional, Kaingang-Xokleng, Kaingangic",ISO 639-3: kgp,kain1272,Brazil,,13025,13025,,,,,,,,1,,,,Caingangue; Kanhgág,CAINGANG,,13025,Caingang,194,,,wiki,"Traditionally, the Kaingáng of S. Brazil hunted and practiced horticulture, consuming their pumpkins, beans, and maize in season. The tiller of a garden had exclusive rights over it; if he died before the crop matured, his plants were destroyed. Kaingáng gathered pine nuts (basic to their diet) wild tubers, honey, birds' eggs, papayas, and other fruits. Manioc flour has replaced pindo (palm sago) in cooking. Hunting consumes great amounts of time",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokain1272 @Ethnokgp @WikiKaingang  
7.51,-59.35,8.34,-59.94,South America,N South America,Caribbean/ Orinoco Basin,Guianas Reg/ Trinidad & Tobago/  N E Venezuela,Warao,Warao,,Continental Caribbean Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1947; 1949; 1960-67,Tropical Rainforest,Af,C-South America,scfal82,Warao,Isolated language,ISO 639-3: wba,wara1303,Venezuela,,28502,28502,,28502,,,,,,22,,,,Waroa; Guarauno; Warrau; Guarao,GUARAUNO,Sc1,28502,Orinoco Delta,176,,22127,wiki,"Warao lived on fishing and some hunting with fruits, larvae, and crustaceans gathered in a yearly cycle. Wage labor in lumbering and fishing and the substitution of the staple ocumo for palm starch has diminished foraging. Incipient cultivation includes sugarcane, bananas, bitter manioc, and maize. Rain forests of N. E. Venezuela, Warao means 'canoe people', reflecting the water-centricity of Warao life.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnowba @WikiWarao  @Glottowara1303
9.08,-72.94,9.07,-72.8,South America,N South America,Continental Caribbean,"Catatumbo R, Colombia",Barí,Magdalenic Chibchan,,Continental Caribbean Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1960-61,Tropical Rainforest,Af,C-South America,scfal84,Bari,"Chibchan, Magdalenic",ISO 639-3: mot,bari1297,Colombia,,21814,21814,21814,21814,,,21814,21814,,7,7,,,Bari; Yuko; Motilones,MOTILON,Sb3,21814,Northern Colombia and Venezuela,172,,13909,wiki,"The Motilon belonged to the defunct Tairona Culture of northeastern Colombia and western Venezuela in the Catatumbo R. basin. Motilones means shaved heads in Spanish, and is how Spanish-speaking Colombians refer to them. The people refer to themselves as Bari, also the name of their language, of the Chibchan family.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnomot @WikiMotilon  @Glottobari1297
10.48,-73.25,9.63,-73.59,South America,N South America,Continental Caribbean,"Cesar Dept, N Colombia",Atanquez Kogi,Magdalenic Chibchan,,Continental Caribbean Indigenous Peoples,Western Europe,1960-61,Tropical Savannah,Aw,,,Cogui,"Chibchan, Magdalenic, Arhuacic",ISO 639-3: kog,cogu1240,Colombia,,13597,13597,,,,,,,,8,,,,,CHICOTE,Sb2,13597,Northern Colombia and Venezuela,172,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap  @Ethnokog @WikiKogi  @Glottocogu1240
9.34,-73.65,9.63,-73.59,South America,N South America,Continental Caribbean,"Cesar Dept, N Colombia",Valledupar,Afro-Colombian/ Mestizo,S & C Am African & Creole Peoples,Afro-Colombian Peoples/ South American Mestizos,,,Tropical Savannah,Aw,,,Colombian Spanish,"Indo-European, Italic, Latinic, Romance, West Ibero-Romance, Castilic, Spanish",,,Colombia,,62451,62451,,,,,,,,1,,,,,,,,Caribbean Negroes,174,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottostan1288  @WikiValledupar  
9,-72,9.63,-73.59,South America,N South America,Continental Caribbean,"Cesar Dept, N Colombia",Yukpa,Yukpan Cariban,,Continental Caribbean Indigenous Peoples,Circum-Pacific Hunter/ Foragers,,Tropical Savannah,Aw,I-Eastern,scfal365,Yukpa,"Cariban, Opon-Yukpan, Yukpan",ISO 639-3: yup,yukp1241,Colombia,,29206,,,29206,,,,29206,,,,,,,YUPA,Sb7,,Northern Colombia and Venezuela,172,,2930,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnoyup @WikiYukpa  @Glottoyukp1241
11.24,-74.2,10.81,-75.2,South America,N South America,Continental Caribbean,Coastal Colombia,Costeño,Afro-Colombian,S & C Am African & Creole Peoples,Afro-Colombian Peoples,Warm Latitude Gardeners,2013; 2016; 1960-61,Tropical Savannah,Aw,,,Costeño Spanish,"Indo-European, Italic, Latinic, Romance, West Ibero-Romance, Castilic, Spanish",,,Colombia,,13982,13982,,13982,,,,,,9,,,,"Choco, Colombia-Ecuador Black",COLOMBIA POP,,13982,Caribbean Negroes,174,added for GJB,,wiki,"The Colombian Coastal region is home to a cultural fusion of indigenous Colombians, Afro-Colombians, and Latin Americans, as expressed in the popular Cumbia dance. The Cumbia originated on the Caribbean coastal during the colonial period as a sexualized dance with African middle body movement, indigenous steps, and Afro-Latin accompaniment.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiCosteno  
